seller,profile_url,products,observations,categories,top_category,ratings_total,rated_products,ratings_rank,ratings_share_pct,med_price_usd,min_price_usd,max_price_usd,free_products,subs,top_product_url,top_product_ratings,top_product_title
prayingmedic,https://prayingmedic.gumroad.com,1,1,1,Audio > Healing,0,0,4111,0.0,120.17,120.17,120.17,0,0,https://prayingmedic.gumroad.com/l/LCQTZ,0,Divine Healing Class prayingmedic £89.23
premiernotary,https://premiernotary.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Courses,0,0,4112,0.0,15.02,15.02,15.02,0,0,https://premiernotary.gumroad.com/l/dxzzn,0,3 field inspection companies Premier Notary and inspection services £1
pretyxyap,https://pretyxyap.gumroad.com,1,1,1,3D > Textures > Face,0,0,4113,0.0,1.0,1.0,1.0,0,0,https://pretyxyap.gumroad.com/l/nwvhpf,0,╰ ♡¡pretty eyelashes ¡'🩷. ° by:pretyxyap Pretyxyap £0.74
pridepulseclub,https://pridepulseclub.gumroad.com,1,1,1,Fiction Books > Mystery,0,0,4114,0.0,5.0,5.0,5.0,0,0,https://pridepulseclub.gumroad.com/l/asocialexperimentmademeawoman,0,A Social Experiment Made Me A Woman: A Crossdressing MTF Story Pride P
printableutils,https://printableutils.gumroad.com,1,1,1,Design > Entertainment Design,0,0,4115,0.0,4.58,4.58,4.58,0,0,https://printableutils.gumroad.com/l/mpmazf,0,5 Generations Family Tree Chart. Printable and Editable Family Tree Te
printionupstudio,https://printionupstudio.gumroad.com,1,1,1,Design > Branding > Business Cards,0,0,4116,0.0,0.0,0.0,0.0,1,0,https://printionupstudio.gumroad.com/l/businesscard,0,Business Card - Notion Template PrintionUp Studio £0.00+
proaudiogo,https://proaudiogo.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > Logic Pro,0,0,4117,0.0,0.0,0.0,0.0,1,0,https://proaudiogo.gumroad.com/l/DeEsserTool,0,DeEsserTool (macOS AU and VST3 Plugin) ProAudioGo £0+
processized,https://processized.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Resources,0,0,4118,0.0,199.29,199.29,199.29,0,0,https://processized.gumroad.com/l/business-mind,0,5 left BusinessMind for Notion Simon Processized £147.98
profandrewz,https://profandrewz.gumroad.com,1,1,1,Audio > Hypnosis,0,0,4119,0.0,25.39,25.39,25.39,0,0,https://profandrewz.gumroad.com/l/xkuejx,0,The Subconscious Mastery Bundle — Hypnosis Audio + E-Guide by Prof. An
promptscore,https://promptscore.gumroad.com,1,1,1,Design > UI & Web > XD,0,0,4120,0.0,47.07,47.07,47.07,0,0,https://promptscore.gumroad.com/l/AbandonedCartRecoveryEmail,0,Abandoned Cart Recovery Email Series - 95/100 AI-Validated by Monetize
prosya,https://prosya.gumroad.com,1,1,1,Films > Movie > Romance,0,0,4121,0.0,9.97,9.97,9.97,0,0,https://prosya.gumroad.com/l/RomancingSydney,0,"Romancing Sydney (Deluxe) — Movie + Commentary, Posters, Subtitles Exp"
psagency,https://psagency.gumroad.com,1,1,1,Photography > Photo Courses,0,0,4122,0.0,29.05,29.05,29.05,0,0,https://psagency.gumroad.com/l/workflow,0,The AI Commercial Photo Workflow PS Agency £21.57
psfk,https://psfk.gumroad.com,1,1,1,Design > Industrial Design,0,0,4123,0.0,0.0,0.0,0.0,1,0,https://psfk.gumroad.com/l/coffee-machine-innovation-report-psfk-for-waldo,0,PSFK presents: Coffee Maker Innovation — How At-Home Brewing Is Evolvi
psychejunction,https://psychejunction.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > Logic Pro,0,0,4124,0.0,39.07,39.07,39.07,0,0,https://psychejunction.gumroad.com/l/qshtz,0,"Not Crazy, Just Conditioned Not Crazy, Just ConditionedA Lifetime Work"
ptpintcast,https://ptpintcast.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Podcasts,0,0,4125,0.0,30.03,30.03,30.03,0,0,https://ptpintcast.gumroad.com/l/PodcastingSuccessBlueprint,0,Podcasting Success Blueprint PT Pintcast £22.30
ptrguy,https://ptrguy.gumroad.com,1,1,1,Fitness & Health > Running,0,0,4126,0.0,19.54,19.54,19.54,0,0,https://ptrguy.gumroad.com/l/kzftk,0,The Direct Response Marketing Guide For Tennis Club Owners Thomas Dani
qthedragon,https://qthedragon.gumroad.com,1,1,1,3D > VRChat > World Constraints,0,0,4127,0.0,0.0,0.0,0.0,1,0,https://qthedragon.gumroad.com/l/BookofMormon,0,Book of Mormon QTheDragon £0.00+
quadglass,https://quadglass.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Tops,0,0,4128,0.0,5.01,5.01,5.01,0,0,https://quadglass.gumroad.com/l/forMayuFlip-upsunglasses,0,【for Mayu】Flip-up sunglasses Power type £3.72+
quantumstage,https://quantumstage.gumroad.com,1,2,2,Films > Movie > Animation,0,0,4129,0.0,99.17,99.17,99.17,0,0,https://quantumstage.gumroad.com/l/QS_Mocap_MotionMatching,0,Make Movement Feel Real - 3 Hours of AAA Mocap Data Quantum Stage £73.
quietestate,https://quietestate.gumroad.com,1,1,1,Design > Fashion Design,0,0,4130,0.0,55.08,55.08,55.08,0,0,https://quietestate.gumroad.com/l/mgueun,0,320 Classy Capsule Wardrobe outfits ebook bundle The Quiet Estate £40.
quietmusic,https://quietmusic.gumroad.com,1,1,1,Audio > Sleep & Meditation,0,0,4131,0.0,9.22,9.22,9.22,0,0,https://quietmusic.gumroad.com/l/mpdvxu,0,SACREDTONES HTML (WEB/DESKTOP EDITION) Quiet Music Top creator £6.85
quintonsmith,https://quintonsmith.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > Logic Pro,0,0,4132,0.0,10.02,10.02,10.02,0,0,https://quintonsmith.gumroad.com/l/oqqgb,0,Lost AXIS 1 Quinton Smith £7.44
quizzykid,https://quizzykid.gumroad.com,1,1,1,Films > Sports Events,0,0,4133,0.0,1.0,1.0,1.0,0,0,https://quizzykid.gumroad.com/l/quizzykid-worldcup,0,Soccer World Cup 2018 Quiz quizzykid £0.74+
raafatghareb,https://raafatghareb.gumroad.com,1,1,1,Design,0,0,4134,0.0,100.14,100.14,100.14,0,0,https://raafatghareb.gumroad.com/l/layoutworkshop,0,Layout Workshop Raafat Ghareb £74.36
rahulvishwakarma,https://rahulvishwakarma.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Analytics,0,0,4135,0.0,79.11,79.11,79.11,0,0,https://rahulvishwakarma.gumroad.com/l/SEOAuthorityBuilderPack,0,SEO Authority Builder Pack Rahul Vishwakarma £58.74+
rainwaterstudios,https://rainwaterstudios.gumroad.com,1,2,2,Recorded Music > Albums,0,0,4136,0.0,10.02,10.02,10.02,0,0,https://rainwaterstudios.gumroad.com/l/fuphm,0,Support the Studio Rainwater Studios £7.44+
ramakhalifa,https://ramakhalifa.gumroad.com,1,2,2,Business & Money > Marketing & Sales > Analytics,0,0,4137,0.0,25.04,25.04,25.04,0,0,https://ramakhalifa.gumroad.com/l/cxozd,0,5 Pre-Mapped Products. 3-Day Launch Plan. Your First Sale by Monday. R
raptdonaught,https://raptdonaught.gumroad.com,1,1,1,3D > Avatars > Optimized,0,0,4138,0.0,8.01,8.01,8.01,0,0,https://raptdonaught.gumroad.com/l/marthathedragoness,0,Martha The Dragoness vrchat avatar Raptdonaught £5.95+
ravenx,https://ravenx.gumroad.com,1,1,1,3D > Character Design,0,0,4139,0.0,18.27,18.27,18.27,0,0,https://ravenx.gumroad.com/l/lauoem,0,U.S.S. Eclipse Bridge & Crew Bundle ravenx £13.57
ravetoriches,https://ravetoriches.gumroad.com,1,1,1,Films > Video Production & Editing > Stock,0,0,4140,0.0,33.06,33.06,33.06,0,0,https://ravetoriches.gumroad.com/l/festivalgallery,0,Festival B-Roll Gallery by Rave to Riches @RavetoRiches £24.55
rawaspace,https://rawaspace.gumroad.com,1,1,1,Education > English,0,0,4141,0.0,129.23,129.23,129.23,0,0,https://rawaspace.gumroad.com/l/lfalhl,0,كورس الصوتيات لـ 4 أشهر + باقة الألعاب التفاعلية هدية اشتراك منصة urea
razaq80,https://razaq80.gumroad.com,1,2,2,Design > Graphics > Mockups > Photoshop,0,0,4142,0.0,100.0,100.0,100.0,0,0,https://razaq80.gumroad.com/l/master-bundle,0,Master Bundle Price 800$ But Discount For You Guys Only $ 100 Razaq hu
rblanton,https://rblanton.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > Ableton Live,0,0,4143,0.0,150.27,150.27,150.27,0,0,https://rblanton.gumroad.com/l/UltimateAbletonTemplate,0,The Ableton System (Your Band's Second Brain) Richie Blanton £111.58 £
rbpro,https://rbpro.gumroad.com,1,1,1,Business & Money > Gigs & Side Projects,0,0,4144,0.0,47.07,47.07,47.07,0,0,https://rbpro.gumroad.com/l/qbnsfu,0,100 Ready-to-Upload POD Designs + Listing Tags rbpro £34.95
rcreativesstudio,https://rcreativesstudio.gumroad.com,1,3,3,Films > Video Production & Editing > Video Assets & Loops,0,0,4145,0.0,35.07,35.07,35.07,0,0,https://rcreativesstudio.gumroad.com/l/jphgjg,0,R-CINEMATIC LUT PACK (D-LOG M) R Creatives £26.04 £18.60
realestaterayreyes,https://realestaterayreyes.gumroad.com,1,1,1,Business & Money > Real Estate,0,0,4146,0.0,197.28,197.28,197.28,0,0,https://realestaterayreyes.gumroad.com/l/nqial,0,"How To Fund, Find & Flip (or Hold) Real Estate Ray Reyes £146.49"
realvistamedia,https://realvistamedia.gumroad.com,1,1,1,Films > Video Production & Editing > Courses,0,0,4147,0.0,40.06,40.06,40.06,0,0,https://realvistamedia.gumroad.com/l/videoessentials,0,Video Essentials: A Beginner Filmmaking Course Vista Media £29.75
realwilsonwilliams,https://realwilsonwilliams.gumroad.com,1,2,2,Business & Money > Marketing & Sales > Social Media,0,0,4148,0.0,39.05,39.05,39.05,0,0,https://realwilsonwilliams.gumroad.com/l/BuyerMagnet,0,10 left Buyer Magnet System™ Wilson Williams | The Realtor Client Magn
rebrandy,https://rebrandy.gumroad.com,1,1,1,Design > Fashion Design,0,0,4149,0.0,14.01,14.01,14.01,0,0,https://rebrandy.gumroad.com/l/menstshirt,0,Men's T-shirt Animated Mockup rebrandy mockups £10.40
reddxmaster,https://reddxmaster.gumroad.com,1,1,1,Fiction Books > Teen & Young Adult,0,0,4150,0.0,7.0,7.0,7.0,0,0,https://reddxmaster.gumroad.com/l/tao-of-entropy,0,"Tao of Entropy: Rants on Decay & Fearlessness, Vol. I Brandon Dayton £"
redhiker,https://redhiker.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Analytics,0,0,4151,0.0,125.0,125.0,125.0,0,0,https://redhiker.gumroad.com/l/listing-review-done-for-you,0,Done-For-You Airbnb Listing Review and Optimization - Guest perspectiv
redlinestudios,https://redlinestudios.gumroad.com,1,1,1,Films > Movie > Action & Adventure,0,0,4152,0.0,3.0,3.0,3.0,0,0,https://redlinestudios.gumroad.com/l/jlxRD,0,R!DE #1 Redline Comics Digital Download Kevin Michael Roberts £2.23
redonion,https://redonion.gumroad.com,1,1,1,Films > Sports Events,0,0,4153,0.0,14.1,14.1,14.1,0,0,https://redonion.gumroad.com/l/sfrwg,0,2023 RDFNL 11&U Div 1 GF Gisborne Rookies Red vs Gisborne Giants Silve
redworkout,https://redworkout.gumroad.com,1,1,1,Fitness & Health > Exercise & Workout,0,0,4154,0.0,79.15,79.15,79.15,0,0,https://redworkout.gumroad.com/l/hero-project-bodyweight,0,Hero Project Bodyweight (Calisthenics Blueprint) Red Workout £58.77 £2
redzonerunning,https://redzonerunning.gumroad.com,1,1,1,Fitness & Health > Sports,0,0,4155,0.0,0.0,0.0,0.0,1,0,https://redzonerunning.gumroad.com/l/footballconditioning,0,Red Zone Running Football Conditioning Program Red Zone Running £0+
reedwell,https://reedwell.gumroad.com,1,1,1,3D > VRChat > Followers,0,0,4156,0.0,3.0,3.0,3.0,0,0,https://reedwell.gumroad.com/l/sheepy,0,"Sheepy, the Somna Sheep (Furality Somna) Reedwell Arts £2.23+"
renasketch,https://renasketch.gumroad.com,1,4,4,Drawing & Painting > Digital Illustration > Illustration Brushes > Procreate,0,0,4157,0.0,30.05,30.05,30.05,0,0,https://renasketch.gumroad.com/l/eeygxg,0,The Traditional Essentials Collection renasketch £22.31+
reneandritsch,https://reneandritsch.gumroad.com,1,1,1,Design > UI & Web > Adobe,0,0,4158,0.0,0.0,0.0,0.0,1,0,https://reneandritsch.gumroad.com/l/indesign-kurzbefehle,0,Adobe® InDesign Tastaturkurzbefehle eBook (deutsches Tastaturlayout) R
resetterph,https://resetterph.gumroad.com,1,1,1,Design > Print & Packaging,0,0,4159,0.0,15.02,15.02,15.02,0,0,https://resetterph.gumroad.com/l/utoip,0,Reset Key | Resetter Key Resetter PH £11.15
resinthings,https://resinthings.gumroad.com,1,1,1,"Business & Money > Networking, Careers & Jobs",0,0,4160,0.0,129.18,129.18,129.18,0,0,https://resinthings.gumroad.com/l/qsbul,0,The AI-Ready Job Description Toolkit for Regulated Organizations Allis
rhdesign,https://rhdesign.gumroad.com,1,1,1,Education > Social Studies > Law,0,0,4161,0.0,49.09,49.09,49.09,0,0,https://rhdesign.gumroad.com/l/uvCQCj,0,Kingslay Lawyer's Landing UI Md. Walid bin sayed £36.45
richardfrantzen,https://richardfrantzen.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Resources,0,0,4162,0.0,79.11,79.11,79.11,0,0,https://richardfrantzen.gumroad.com/l/estimate-quote-template-for-creative-businesses,0,"Estimate & Quote Google Sheets Template for Creative Businesses, Video"
richliferulers,https://richliferulers.gumroad.com,1,1,1,Design > Graphics > Mockups > Canva,0,0,4163,0.0,7.0,7.0,7.0,0,0,https://richliferulers.gumroad.com/l/zmwmh,0,300+ Canva Mockup Template Bundle Nikky £5.20
richoutloud,https://richoutloud.gumroad.com,1,1,1,"Business & Money > Networking, Careers & Jobs",0,0,4164,0.0,27.04,27.04,27.04,0,0,https://richoutloud.gumroad.com/l/implementation-manager-playbook,0,The Implementation Manager Playbook: Break Into Healthcare & MedTech P
rick3d,https://rick3d.gumroad.com,1,1,1,Design > Icons > 3D Icons,0,0,4165,0.0,7.02,7.02,7.02,0,0,https://rick3d.gumroad.com/l/hribrv,0,Building a balloon man Simulation in Tyflow Rick3D £5.21
ridesharerevenge,https://ridesharerevenge.gumroad.com,1,1,1,Films > Movie > Horror,0,0,4166,0.0,5.0,5.0,5.0,0,0,https://ridesharerevenge.gumroad.com/l/jrvulq,0,Rideshare Revenge - Episode 1 People are mysteriously vanishing in the
rishidahiwad,https://rishidahiwad.gumroad.com,1,1,1,Films > Movie > Indie & Art House,0,0,4167,0.0,26.93,26.93,26.93,0,0,https://rishidahiwad.gumroad.com/l/yieyy,0,Houdini Male Hairstyle Groom Rishi Dahiwad £20
risingphoenixsag,https://risingphoenixsag.gumroad.com,1,1,1,Fiction Books > Fantasy,0,0,4168,0.0,6.01,6.01,6.01,0,0,https://risingphoenixsag.gumroad.com/l/svyiq,0,The Ember Pact: The story about Sky Bloodsword Shavenna Crumpton £4.46
riyaj,https://riyaj.gumroad.com,1,1,1,Design > Icons > 3D Icons,0,0,4169,0.0,5.01,5.01,5.01,0,0,https://riyaj.gumroad.com/l/3d-framer-template,0,The 3D Framer Template Riya Jawandhiya £3.72
rkdgtal,https://rkdgtal.gumroad.com,1,1,1,Design > Branding > Business Cards,0,0,4170,0.0,1.0,1.0,1.0,0,0,https://rkdgtal.gumroad.com/l/vcrjc,0,Printing Business Card PSD Template – Front & Back Editable rkdgtalgra
rmillwave,https://rmillwave.gumroad.com,1,1,1,3D > 3D Assets > Unity > Animations,0,0,4171,0.0,40.05,40.05,40.05,0,0,https://rmillwave.gumroad.com/l/oeaqlh,0,Whispers by the Waterfall Riyaz Millwala £29.74+
robafares,https://robafares.gumroad.com,1,1,1,Education > English,0,0,4172,0.0,30.06,30.06,30.06,0,0,https://robafares.gumroad.com/l/arabicbook,0,Arabic Book (Palestinian dialect) Roba Fares £22.32
robertgouveia,https://robertgouveia.gumroad.com,1,1,1,Education > Social Studies > Law,0,0,4173,0.0,199.35,199.35,199.35,0,1,https://robertgouveia.gumroad.com/l/legalmastermind,0,Legal Mastermind Robert Gouveia Esq £148.03 a month
robincoleart,https://robincoleart.gumroad.com,1,1,1,Drawing & Painting > Traditional Art,0,0,4174,0.0,75.13,75.13,75.13,0,0,https://robincoleart.gumroad.com/l/ellipses,0,Drawing Fundamentals 1.2: Ellipses & Eye Level Robin Cole £55.79
roderickcoffman,https://roderickcoffman.gumroad.com,1,1,1,Design > Branding > Social Media,0,0,4175,0.0,20.01,20.01,20.01,0,0,https://roderickcoffman.gumroad.com/l/whknj,0,18 left Create Your Own AI Influencer: Quick Start Guide Roderick Coff
rogbenet,https://rogbenet.gumroad.com,1,2,2,Music & Sound Design > Instruments > Guitar,0,0,4176,0.0,49.09,49.09,49.09,0,0,https://rogbenet.gumroad.com/l/60powerlicks,0,60 POWER LICKS - BLUES/ROCK Roger Benet £36.45
romanedmch,https://romanedmch.gumroad.com,1,1,1,Design > UI & Web > Adobe,0,0,4177,0.0,17.31,17.31,17.31,0,0,https://romanedmch.gumroad.com/l/oxjbk,0,RomaneDMCH Preset Romane £12.85
romantasy,https://romantasy.gumroad.com,1,1,1,Fiction Books > Romance,0,0,4178,0.0,4.96,4.96,4.96,0,0,https://romantasy.gumroad.com/l/qjszh,0,The Shadow Weaver of Thornwood - Romance Fantasy Giselle Brooks £3.68
ronaldyalba,https://ronaldyalba.gumroad.com,1,2,2,Music & Sound Design > Dance & Theater > Dance,0,0,4179,0.0,47.08,47.08,47.08,0,0,https://ronaldyalba.gumroad.com/l/WeaAl,0,Beyond Man Style Ronald y Alba Dance School £34.96
ronatanbica,https://ronatanbica.gumroad.com,1,1,1,Design > Branding > Business Cards,0,0,4180,0.0,5.01,5.01,5.01,0,0,https://ronatanbica.gumroad.com/l/floating_business_card_animation,0,Floating Business Card Animation Motion Mockup £3.72
ronlechler,https://ronlechler.gumroad.com,1,1,1,Films > Comedy > Standup,0,0,4181,0.0,0.0,0.0,0.0,1,0,https://ronlechler.gumroad.com/l/jokesforpeoplewhohavereadjawsthebook,0,Jokes For People Who Have Read Jaws The Book Ron Lechler £0.00+
rosenbergla,https://rosenbergla.gumroad.com,1,1,1,Education > Science > Medicine,0,0,4182,0.0,80.14,80.14,80.14,0,0,https://rosenbergla.gumroad.com/l/pauks,0,"Total Wellness Transformation: Detox, Revitalize & Rebalance Your Mind"
rosesandriches1,https://rosesandriches1.gumroad.com,1,1,1,Other,0,0,4183,0.0,0.0,0.0,0.0,1,0,https://rosesandriches1.gumroad.com/l/hclcug,0,Work With Ivyxstudioss Ivyxstudioss $0+
rosewood07,https://rosewood07.gumroad.com,1,1,1,Fitness & Health > Weight Loss & Dieting,0,0,4184,0.0,70.11,70.11,70.11,0,0,https://rosewood07.gumroad.com/l/jtdwsk,0,The Back Sculpting Blueprint - 30 Day Summer Challenge Amanda Edwards
rosiefox,https://rosiefox.gumroad.com,1,1,1,3D > Textures > Base,0,0,4185,0.0,15.02,15.02,15.02,0,0,https://rosiefox.gumroad.com/l/ozcfd,0,"~+Desert Lotus+~ | FOXMOTH Base Texture | Body, Bug Parts, E/F/T | Cir"
royaltyfreeaudio,https://royaltyfreeaudio.gumroad.com,1,1,1,Films > Comedy,0,0,4186,0.0,25.05,25.05,25.05,0,0,https://royaltyfreeaudio.gumroad.com/l/rNrAh,0,The Chicken Dance Royalty Free Music £18.60
rspplaybook,https://rspplaybook.gumroad.com,1,1,1,Education,0,0,4187,0.0,54.1,54.1,54.1,0,0,https://rspplaybook.gumroad.com/l/rspplaybook,0,The Ready Set Parent Playbook Ready Set Parent £40.17
rubavathy,https://rubavathy.gumroad.com,1,1,1,Films > Video Production & Editing > Courses,0,0,4188,0.0,11.02,11.02,11.02,0,0,https://rubavathy.gumroad.com/l/xsrdxp,0,From 10K to 100K A Christ‑Centered Guide for Christian Creators on Ins
rubrooks,https://rubrooks.gumroad.com,1,1,1,Films > Movie > Action & Adventure,0,0,4189,0.0,21.41,21.41,21.41,0,0,https://rubrooks.gumroad.com/l/ENTqSS,0,The Demeter Code (Ridley Fox/Nita Parris 3) (Softcover Paperback) Russ
rundreamachieve,https://rundreamachieve.gumroad.com,1,1,1,Fitness & Health > Running,0,0,4190,0.0,30.02,30.02,30.02,0,0,https://rundreamachieve.gumroad.com/l/dparM,0,8 Week 10k Training Plan (Beginner) Nathan Pennington £22.29
runnelljr,https://runnelljr.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Podcasts,0,0,4191,0.0,10.02,10.02,10.02,0,0,https://runnelljr.gumroad.com/l/xmcgi,0,Deadbeat Dads Don't Co-Parent: Building a Business Through Parenting R
runnersofzion,https://runnersofzion.gumroad.com,1,1,1,Fitness & Health > Running,0,0,4192,0.0,10.02,10.02,10.02,0,0,https://runnersofzion.gumroad.com/l/ozjgvs,0,Runners of Zion: 10-Week Beginner Running Plan Runners Ofzion £7.44
runprompt,https://runprompt.gumroad.com,1,1,1,Films > Video Production & Editing > Courses,0,0,4193,0.0,20.19,20.19,20.19,0,0,https://runprompt.gumroad.com/l/ryqhsr,0,Detailed AI Step by step guide Runprompt £14.99
ryukendesign,https://ryukendesign.gumroad.com,1,1,1,Design > UI & Web > Adobe,0,0,4194,0.0,0.0,0.0,0.0,1,0,https://ryukendesign.gumroad.com/l/ryuken_randoms,0,Ryuken Randoms | Adobe Illustrator Script Ryuken Design £0.00+
ryuzakisnow2,https://ryuzakisnow2.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > Logic Pro,0,0,4195,0.0,20.04,20.04,20.04,0,0,https://ryuzakisnow2.gumroad.com/l/hzmisv,0,All-in-one Creator Bundle NEW Ryuzaki Snow £14.88
s1lax,https://s1lax.gumroad.com,1,1,1,Films > Video Production & Editing > Video Assets & Loops > After Effects,0,0,4196,0.0,10.01,10.01,10.01,0,0,https://s1lax.gumroad.com/l/TheUltimateCRTToolkit,0,The Ultimate CRT Toolkit for After Effects s1lax £7.43
saabbbaa,https://saabbbaa.gumroad.com,1,1,1,3D > Avatars > Male,0,0,4197,0.0,40.05,40.05,40.05,0,0,https://saabbbaa.gumroad.com/l/kpxjg,0,DragonBorn — Anime Dragon Hybrid Avatar | VRChat Ready | FBT | PhysBon
saadennakhli,https://saadennakhli.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Brushes > Blender,0,0,4198,0.0,9.01,9.01,9.01,0,1,https://saadennakhli.gumroad.com/l/3digitalplanner,0,📅 All-in-One Digital Planner 2025-2026-2027 | 📝 Daily • 📆 Weekly • 📒 M
sabo93,https://sabo93.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Email,0,0,4199,0.0,45.01,45.01,45.01,0,0,https://sabo93.gumroad.com/l/xwdzz,0,Lead Magnet Funnel Blueprint # Sabahudin Murtic £33.42+
saboun,https://saboun.gumroad.com,1,1,1,Fitness & Health > Weight Loss & Dieting,0,0,4200,0.0,37.06,37.06,37.06,0,0,https://saboun.gumroad.com/l/Idealweight,0,تشافي جذور زيادة الوزن Essam Saboun £27.52
sadari,https://sadari.gumroad.com,1,1,1,Audio > Sleep & Meditation,0,0,4201,0.0,48.06,48.06,48.06,0,0,https://sadari.gumroad.com/l/zqdhc,0,Sadari Sleep Series for Kids + Adults Sadari Wellness £35.69+
salescoach,https://salescoach.gumroad.com,1,1,1,Education > Classroom,0,0,4202,0.0,49.09,49.09,49.09,0,0,https://salescoach.gumroad.com/l/beatjake,0,Insurance Policy Gap Class. Win Against Jake InsuranceClaimGuy £36.45
salesonboardingnow,https://salesonboardingnow.gumroad.com,1,1,1,Business & Money > Marketing & Sales,0,0,4203,0.0,851.2,851.2,851.2,0,0,https://salesonboardingnow.gumroad.com/l/sales-onboarding-kit,0,Sales Onboarding Kit Sales Onboarding Now £632.06
sam-michlap,https://sam-michlap.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Kits,0,0,4204,0.0,90.16,90.16,90.16,0,0,https://sam-michlap.gumroad.com/l/gbedf,0,Focus on Photoshop (Bundle) Sam Michlap Top creator £66.95+
sambilanprojekt,https://sambilanprojekt.gumroad.com,1,1,1,Design > Graphics > Mockups > Illustrator,0,0,4205,0.0,10.02,10.02,10.02,0,0,https://sambilanprojekt.gumroad.com/l/NikeT902004,0,2D Mockup - Nike T90 2004 Sambilan Projekt £7.44
samolevsky,https://samolevsky.gumroad.com,1,1,1,Design > Print & Packaging > Illustrator,0,0,4206,0.0,19.03,19.03,19.03,0,0,https://samolevsky.gumroad.com/l/MxarC,0,Abstract Shapes Collection - 100 Design Elements Samolevsky £14.13
samplesrevolution,https://samplesrevolution.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > FL Studio,0,0,4207,0.0,11.54,11.54,11.54,0,0,https://samplesrevolution.gumroad.com/l/ayzcjn,0,[FLP] KAOS - BRUTAL HARD TECHNO / SCHRANZ TEMPLATE (160 BPM) FL STUDIO
samuellk,https://samuellk.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Podcasts,0,0,4208,0.0,10.0,10.0,10.0,0,1,https://samuellk.gumroad.com/l/tpmb,0,The Podcast Monetization Blueprint: Transform Your Hobby Into a $10K+/
sanctum333,https://sanctum333.gumroad.com,1,1,1,Recorded Music > Albums,0,0,4209,0.0,14.89,14.89,14.89,0,0,https://sanctum333.gumroad.com/l/Odkorzeniaazpokosmos,0,333 left Sanctum 333 - Od korzenia aż po kosmos Sanctum333 £11.06
sarahdilorenzo,https://sarahdilorenzo.gumroad.com,1,1,1,Fitness & Health > Weight Loss & Dieting,0,0,4210,0.0,35.22,35.22,35.22,0,0,https://sarahdilorenzo.gumroad.com/l/dahlfj,0,SDL Method Weight Loss For Life Sarah Di Lorenzo £26.15
sarahssidemoney,https://sarahssidemoney.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Courses,0,0,4211,0.0,50.0,50.0,50.0,0,0,https://sarahssidemoney.gumroad.com/l/recipeblueprint,0,Recipe Content Empire: How I Make $50+/Day From Recipe Pages Using AI
saurabhrigger,https://saurabhrigger.gumroad.com,1,1,1,3D > Rigging,0,0,4212,0.0,100.14,100.14,100.14,0,0,https://saurabhrigger.gumroad.com/l/Snakerig,0,Snake Rig || Maya 2022 Saurabh Kapoor £74.36+
saveax,https://saveax.gumroad.com,1,1,1,Fitness & Health > Running,0,0,4213,0.0,7.0,7.0,7.0,0,0,https://saveax.gumroad.com/l/gtwdpv,0,أسرار الكونديسي لحرق الدهون Saveax £5.20
savvybusinesschick,https://savvybusinesschick.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Courses,0,0,4214,0.0,147.21,147.21,147.21,0,0,https://savvybusinesschick.gumroad.com/l/HomeCareForTheHolidays,0,The Home Care Holiday Marketing Bundle Savvy Business Chick Top creato
scarletsreign,https://scarletsreign.gumroad.com,1,1,1,3D > Textures > Base,0,0,4215,0.0,15.02,15.02,15.02,0,0,https://scarletsreign.gumroad.com/l/aquaaster,0,Aqua Aster Texture for the Aster Dragon ScarletsReign - The Dragon Spe
scarysnowmantv,https://scarysnowmantv.gumroad.com,1,1,1,Films > Comedy,0,0,4216,0.0,20.04,20.04,20.04,0,0,https://scarysnowmantv.gumroad.com/l/2024,0,11 left OG SCARY SNOWMAN DROP — SIGNED PRINT + SHIRT + EXTRAS Jay Karl
scientisco,https://scientisco.gumroad.com,1,1,1,Design > Icons > Vector Icons,0,0,4217,0.0,5.0,5.0,5.0,0,0,https://scientisco.gumroad.com/l/glazicons,0,Glazicons - 108 Coloured Glassmorphism icons Anees Adeyinka $5+
