seller,profile_url,products,observations,categories,top_category,ratings_total,rated_products,ratings_rank,ratings_share_pct,med_price_usd,min_price_usd,max_price_usd,free_products,subs,top_product_url,top_product_ratings,top_product_title
behemox,https://behemox.gumroad.com,1,1,1,3D > 3D Assets > Blender,29,1,662,0.0141,19.53,19.53,19.53,0,0,https://behemox.gumroad.com/l/hairgenerator,29,Behemox Hair Generator for Blender Behemox Studio 4.3 (29) £14.50
choonhachat,https://choonhachat.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Courses,29,1,663,0.0141,20.04,20.04,20.04,0,0,https://choonhachat.gumroad.com/l/aHwsg,29,Choonhachat Anatomy Pack - Basic Anatomy Every Artist Should Know Dyla
mindsetleague,https://mindsetleague.gumroad.com,1,1,1,Gaming > Streaming,29,1,664,0.0141,0.0,0.0,0.0,1,0,https://mindsetleague.gumroad.com/l/GTA6,29,"GTA 6 Money Map 🎮 GTA 6 drops November 19, 2026.Most people are going"
openorg,https://openorg.gumroad.com,1,2,2,Design > Branding > Social Media,29,1,665,0.0141,268.0,268.0,268.0,0,0,https://openorg.gumroad.com/l/unfiltered-evp-playbook,29,Unfiltered: The Startup Employer Brand Playbook Open Org 5.0 (29) £199
structurevoid,https://structurevoid.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > Ableton Live,29,1,666,0.0141,0.0,0.0,0.0,1,0,https://structurevoid.gumroad.com/l/void-websampler,29,VOID WEBSAMPLER Structure Void 4.8 (29) £0.00+
visionarysociety,https://visionarysociety.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Resources,29,1,667,0.0141,1.99,1.99,1.99,0,1,https://visionarysociety.gumroad.com/l/visionarysociety,29,Visionary Society [email removed] 4.9 (29) £1.48 a mont
eggly69,https://eggly69.gumroad.com,4,4,4,3D > 3D Assets > Accessories > Masks,28,4,668,0.0137,10.38,9.01,12.69,0,0,https://eggly69.gumroad.com/l/CyberMask,10,CyberMask *Commercial License* Eggly69 5.0 (10) £7.71+
eproessentials,https://eproessentials.gumroad.com,3,6,6,Design > Graphics > Mockups > Canva,28,3,669,0.0137,5.51,4.0,7.02,1,0,https://eproessentials.gumroad.com/l/CustomPlayingCardsCanvaTemplate,21,Custom Playing Cards Canva Template | Printable Poker Cards | Drag and
vivix,https://vivix.gumroad.com,3,9,8,Music & Sound Design > Instruments > Guitar,28,3,670,0.0137,6.32,6.32,6.32,0,0,https://vivix.gumroad.com/l/hvnvku,20,YAMATONE ViViX 5.0 (20) £4.69
capturexlokz,https://capturexlokz.gumroad.com,1,1,1,3D > Avatars,28,1,671,0.0137,30.05,30.05,30.05,0,0,https://capturexlokz.gumroad.com/l/Naona,28,Naona - VRChat Avatar CaptureXlokZ 4.9 (28) £22.31
hatrigs,https://hatrigs.gumroad.com,1,1,1,3D > Rigging,28,1,672,0.0137,35.04,35.04,35.04,0,0,https://hatrigs.gumroad.com/l/VittorioRig,28,Vittorio Character Rig (Maya) Hector Abraham Torres 4.9 (28) £26.02
iranzye,https://iranzye.gumroad.com,1,2,2,Fiction Books > Fantasy,28,1,673,0.0137,0.0,0.0,0.0,1,0,https://iranzye.gumroad.com/l/stellar,28,"STELLAR The story follows a young dog named Stellar, born with unusual"
ivri,https://ivri.gumroad.com,1,1,1,3D > 3D Assets > Avatar Components > Hair,28,1,674,0.0137,8.01,8.01,8.01,0,0,https://ivri.gumroad.com/l/punkhair,28,Punk Hair Regulus ( Weight Painting UPDATED ) Ivri ᶻ 𝘇 𐰁 4.6 (28) £5.9
mehedihaspro,https://mehedihaspro.gumroad.com,1,1,1,Design > UI & Web > Figma,28,1,675,0.0137,20.01,20.01,20.01,0,0,https://mehedihaspro.gumroad.com/l/easy-color,28,Easy color & token generator 2.0 – Figma Plugin MehediHas 5.0 (28) £14
meshbestia,https://meshbestia.gumroad.com,11,11,2,3D > 3D Assets > Avatar Components > Tails,27,9,676,0.0132,10.02,5.01,12.01,0,0,https://meshbestia.gumroad.com/l/DreamyWings,7,Somna Inspired Dreamy Wings [Vrchat Asset] Mesh Bestia 5.0 (7) £3.72+
sparth,https://sparth.gumroad.com,2,2,1,Fiction Books > Science Fiction,27,2,677,0.0132,7.01,6.01,8.01,0,0,https://sparth.gumroad.com/l/OizvO,17,Line Spaceship sparth 5.0 (17) £5.95+
amrofilms,https://amrofilms.gumroad.com,1,3,3,Design > Graphics > Assets & Templates,27,1,678,0.0132,20.01,20.01,20.01,0,0,https://amrofilms.gumroad.com/l/ksnikx,27,Animated Instagram Captions Pack - DaVinci Resolve 18+ Amro 4.9 (27) £
ariyh,https://ariyh.gumroad.com,1,1,1,Education > Science,27,1,679,0.0132,39.0,39.0,39.0,0,0,https://ariyh.gumroad.com/l/pricing,27,The Science-based Playbook of Pricing & Promotions Science Says by Tho
artofayan,https://artofayan.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Courses,27,1,680,0.0132,15.03,15.03,15.03,0,0,https://artofayan.gumroad.com/l/procreatebrushes,27,PAINTERLY BRUSH-SET - 50+ custom brushes for Procreate 5+ Art of Ayan
thedanishtrader,https://thedanishtrader.gumroad.com,1,1,1,Gaming,27,1,681,0.0132,114.28,114.28,114.28,0,0,https://thedanishtrader.gumroad.com/l/join,27,FC 26 Trading Group | 0 to 10M coins TheDanishTrader 5.0 (27) £84.86 a
vangcki,https://vangcki.gumroad.com,1,1,1,3D > 3D Assets > ZBrush,27,1,682,0.0132,20.03,20.03,20.03,0,0,https://vangcki.gumroad.com/l/eKAJF,27,ULTIMATE PACK OF 3D ALPHAS SINGLE USER LICENSE vangcki 5.0 (27) £14.87
kosmospublishing,https://kosmospublishing.gumroad.com,3,3,2,Fiction Books > Science Fiction,26,2,683,0.0127,5.18,2.87,6.91,0,0,https://kosmospublishing.gumroad.com/l/buyuk-tufan,14,Büyük Tufan: Mecmu Kosmos Publishing 5.0 (14) £3.85
danielernst,https://danielernst.gumroad.com,2,3,3,Films > Video Production & Editing > LUTs,26,2,684,0.0127,45.02,45.02,45.02,0,0,https://danielernst.gumroad.com/l/PresetsV1,22,Legacy Presets by Daniel Daniel Ernst 5.0 (22) £33.43 £16.72
georgvw,https://georgvw.gumroad.com,2,2,2,Drawing & Painting > Artwork & Commissions,26,2,685,0.0127,5.01,5.01,5.01,0,0,https://georgvw.gumroad.com/l/manga_brushes,18,MANGA INK & ASIAN PAINT Brush Set: 25+ Procreate Brushes incl. Free Up
miltropis,https://miltropis.gumroad.com,2,2,2,Design > Graphics > Vector Graphics,26,2,686,0.0127,4.0,3.0,5.01,0,0,https://miltropis.gumroad.com/l/milan500vectorpack,22,500+ VECTOR PACK BRUTALIST + TECH miltropis 5.0 (22) £3.72
pianoproductions,https://pianoproductions.gumroad.com,2,2,1,Music & Sound Design > Sound Design > Plugins > Logic Pro,26,2,687,0.0127,0.0,0.0,0.0,2,0,https://pianoproductions.gumroad.com/l/OoivV,15,PAD ESSENTIALS | 60 FREE Pads for Mainstage 3 & Logic Pro X Piano Prod
rosewrites44,https://rosewrites44.gumroad.com,2,2,2,Business & Money > Entrepreneurship > Resources,26,2,688,0.0127,9.49,3.99,14.99,0,0,https://rosewrites44.gumroad.com/l/eiens,25,Turn a $3.99 PDF Into $400 in 7 Days — No Ads. No Followers. No BS. I
theinspirepath,https://theinspirepath.gumroad.com,2,2,1,Films > Video Production & Editing > Stock,26,2,689,0.0127,15.02,8.0,22.03,0,0,https://theinspirepath.gumroad.com/l/TheCreatorPackage,18,The Creator Package The Inspire Path 4.7 (18) £5.94
typefool,https://typefool.gumroad.com,2,2,2,Design > Graphics > Assets & Templates,26,2,690,0.0127,159.81,91.16,228.47,0,0,https://typefool.gumroad.com/l/UltimateBrandIdentityDesignBundle,22,Ultimate Brand Identity Design Bundle Typefool 4.8 (22) £169.65
borovikmotion,https://borovikmotion.gumroad.com,1,3,3,3D > 3D Assets > Maya,26,1,691,0.0127,65.09,65.09,65.09,0,0,https://borovikmotion.gumroad.com/l/smart_layer,26,Smart Layer v0.91.0 (Python Script for Maya) Slava Baravik Top creator
cadintentions,https://cadintentions.gumroad.com,1,1,1,Education,26,1,692,0.0127,119.21,119.21,119.21,0,0,https://cadintentions.gumroad.com/l/learnautocad,26,AutoCAD Fundamentals & Workflows! CAD Intentions Top creator 4.7 (26)
drdatablueprint,https://drdatablueprint.gumroad.com,1,1,1,Education > Specialties,26,1,693,0.0127,200.35,200.35,200.35,0,0,https://drdatablueprint.gumroad.com/l/drdata,26,dr_data blueprint dr_data 3.0 (26) £148.77 £44.63
dustydevices,https://dustydevices.gumroad.com,1,1,1,Music & Sound Design,26,1,694,0.0127,27.7,27.7,27.7,0,0,https://dustydevices.gumroad.com/l/phaser-ddl,26,Phaser-DDL Dusty Devices 5.0 (26) £20.57
lunesnowtail,https://lunesnowtail.gumroad.com,1,1,1,3D > Avatars > Species,26,1,695,0.0127,30.05,30.05,30.05,0,0,https://lunesnowtail.gumroad.com/l/Eevee,26,Kemono Eevee v2.0 Lune Snowtail 5.0 (26) £22.31+
motionbytrong,https://motionbytrong.gumroad.com,1,4,4,Films > Video Production & Editing > Video Assets & Loops > After Effects,26,1,696,0.0127,50.08,50.08,50.08,0,0,https://motionbytrong.gumroad.com/l/cloooner,26,Cloooner - Ae Cloner Tool That’s Actually Simple! Phan Đức Trọng 4.9 (
ryanripe,https://ryanripe.gumroad.com,1,1,1,Business & Money > Real Estate,26,1,697,0.0127,67.09,67.09,67.09,0,0,https://ryanripe.gumroad.com/l/lease,26,2026 Bullet Proof Lease Template A Hassle Free Solution for Real Estat
tangenten,https://tangenten.gumroad.com,1,2,2,Films > Video Production & Editing,26,1,698,0.0127,49.09,49.09,49.09,0,0,https://tangenten.gumroad.com/l/PuppetPinTool,26,Puppet Pin Tool - DaVinci Resolve Tangenten 4.8 (26) £36.45+
thedividendtimes,https://thedividendtimes.gumroad.com,1,1,1,Business & Money > Investing,26,1,699,0.0127,49.95,49.95,49.95,0,0,https://thedividendtimes.gumroad.com/l/ygDdc,26,Closed End Fund Mastery Subscription The Dividend Times 5.0 (26) $49.9
tomlopez,https://tomlopez.gumroad.com,1,1,1,Photography > Reference Photos,26,1,700,0.0127,120.22,120.22,120.22,0,0,https://tomlopez.gumroad.com/l/references,26,All the References!! Bundle - 24000+ Photos Tom Lopez Top creator 5.0
bjdesign,https://bjdesign.gumroad.com,6,6,2,Education > Classroom,25,6,701,0.0122,5.01,5.01,5.01,0,0,https://bjdesign.gumroad.com/l/WorldRegionalMaps,11,"World Regional Maps Printable PDF Coloring Book: Blank Outline Maps, C"
studioscopicimagery,https://studioscopicimagery.gumroad.com,3,3,1,Films > Video Production & Editing > Video Assets & Loops > Cinema 4D,25,3,702,0.0122,40.06,40.06,60.1,0,0,https://studioscopicimagery.gumroad.com/l/virtualai,9,Virtual AI Visual Pack This VJ pack presents a gripping narrative of a
alxxpaul,https://alxxpaul.gumroad.com,2,2,1,Films > Video Production & Editing > LUTs,25,2,703,0.0122,42.08,25.05,59.11,0,0,https://alxxpaul.gumroad.com/l/alxxpaulsonyluts,15,Sony Cinema LUT Collection by ALXXPAUL Alxx Paul 4.9 (15) £18.60
babajiskyp,https://babajiskyp.gumroad.com,2,2,1,Fitness & Health > Yoga,25,2,704,0.0122,11.73,9.49,13.98,0,0,https://babajiskyp.gumroad.com/l/CNlac,21,Streaming Video - Babaji's Kriya Hatha Yoga - Self-Realization Through
graymore,https://graymore.gumroad.com,2,3,2,3D > Avatars > Female,25,2,705,0.0122,70.1,65.09,75.11,0,0,https://graymore.gumroad.com/l/enograymore,13,|3Dモデル|3D Model| Eno Hyeon (graymore+) 4.3 (13) £55.77
whatstudio,https://whatstudio.gumroad.com,2,2,2,Films > Video Production & Editing > Video Assets & Loops > After Effects,25,2,706,0.0122,0.0,0.0,0.0,2,0,https://whatstudio.gumroad.com/l/xariqf,17,UI Animator Pro | After Effects Plugin 2.0 Update is coming soon with
asmraiworks,https://asmraiworks.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Social Media,25,1,707,0.0122,15.02,15.02,15.02,0,0,https://asmraiworks.gumroad.com/l/aiasmrvideos,25,🔥The ULTIMATE Guide to Creating AI ASMR Videos🍓 AsmrAiWorks 4.5 (25) £
cilovers,https://cilovers.gumroad.com,1,1,1,Films > Videography,25,1,708,0.0122,29.05,29.05,29.05,0,0,https://cilovers.gumroad.com/l/DiagramToolkit,25,Lighting Diagram Toolkit Cilovers 3.9 (25) £21.57
cosmicspectrum,https://cosmicspectrum.gumroad.com,1,1,1,3D > Character Design,25,1,709,0.0122,30.05,30.05,30.05,0,0,https://cosmicspectrum.gumroad.com/l/RoAyE,25,Character Fundamentals: BUNDLE Cosmic Spectrum Art 4.7 (25) £22.31
demeere,https://demeere.gumroad.com,1,1,1,Fitness & Health > Sports,25,1,710,0.0122,20.04,20.04,20.04,0,1,https://demeere.gumroad.com/l/taichichuan,25,Practical Tai Chi Chuan Instruction Online Tai Chi Chuan 4.9 (25) £14.
echovrc,https://echovrc.gumroad.com,1,1,1,3D > VRChat > Tools,25,1,711,0.0122,0.0,0.0,0.0,1,0,https://echovrc.gumroad.com/l/gtmun,25,[Unity Plugin] Texture Tool EchoVRC 5.0 (25) £0.00+
gfinancecollege,https://gfinancecollege.gumroad.com,1,2,2,Business & Money > Personal Finance,25,1,712,0.0122,50.07,50.07,50.07,0,1,https://gfinancecollege.gumroad.com/l/clovertraderhub2024,25,CLOVER TRADER HUB G Finance Group LLC Top creator 5.0 (25) £37.18 a mo
letterbiz,https://letterbiz.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Email,25,1,713,0.0122,147.21,147.21,147.21,0,0,https://letterbiz.gumroad.com/l/lettermeta,25,The Newsletter Is The Business Newsletter Business 5.0 (25) £109.31
nakuvr,https://nakuvr.gumroad.com,1,1,1,3D > 3D Assets > Avatar Components > Hair,25,1,714,0.0122,7.02,7.02,7.02,0,0,https://nakuvr.gumroad.com/l/cecilyhair,25,【Cecily Hair】 Naku 5.0 (25) £5.21+
nodes,https://nodes.gumroad.com,1,1,1,Films > Video Production & Editing > Courses,25,1,715,0.0122,40.08,40.08,40.08,0,0,https://nodes.gumroad.com/l/UdwgtN,25,Nuke Codex Nodes with Nodes Danimation 5.0 (25) £29.76+
samvrc,https://samvrc.gumroad.com,1,2,2,3D > VRChat > Worlds > Assets,25,1,716,0.0122,10.02,10.02,10.02,0,0,https://samvrc.gumroad.com/l/SoftSeries,25,Soft Series Asset Packs Worlds by Sam 5.0 (25) £7.44+
wallst101,https://wallst101.gumroad.com,1,1,1,Business & Money > Gigs & Side Projects,25,1,717,0.0122,60.08,60.08,60.08,0,0,https://wallst101.gumroad.com/l/wallst101,25,Turning Money Into Wealth! Stock Market Guide WallSt 101 5.0 (25) £44.
remasemporium,https://remasemporium.gumroad.com,10,14,8,3D > 3D Assets > Props > Weapons,24,6,718,0.0117,15.02,5.01,20.03,1,0,https://remasemporium.gumroad.com/l/novan7spacesuit,8,N7 Space Suit - Novabeast Rema's Emporium 4.4 (8) £14.87
khalida,https://khalida.gumroad.com,8,11,3,Music & Sound Design > Dance & Theater > Dance,24,8,719,0.0117,51.94,40.4,155.84,0,0,https://khalida.gumroad.com/l/khalidazoombasics,6,BD Basics BOOST! - Online Class Series (Recordings) Kim Khalida Bech T
noriben3,https://noriben3.gumroad.com,6,7,2,3D > VRChat > Worlds > Assets,24,6,720,0.0117,15.03,9.01,28.04,0,0,https://noriben3.gumroad.com/l/beamlightcontrolsystem,7,BeamLight Control System(VRChat) noriben 5.0 (7) £20.82+
michaelxnore,https://michaelxnore.gumroad.com,4,4,4,3D > 3D Assets > Accessories > Masks,24,4,721,0.0117,0.0,0.0,0.0,4,0,https://michaelxnore.gumroad.com/l/fishtailvulper,9,Fish Tail for Vulper MichaelxNore 5.0 (9) £0.00+
itzsoph,https://itzsoph.gumroad.com,2,2,2,3D > VRChat > Worlds > Assets,24,2,722,0.0117,37.03,33.67,40.4,0,0,https://itzsoph.gumroad.com/l/DreamCatcher,16,Dream Catcher - Party World Itz Soph 4.7 (16) £25+
massiveswerve,https://massiveswerve.gumroad.com,2,2,2,Photography > Photo Courses,24,2,723,0.0117,11.5,10.02,12.97,0,0,https://massiveswerve.gumroad.com/l/zdjZg,14,MASSIVE SWERVE books 1-3 pdf Robert Valley 5.0 (14) £9.63
psychopsy,https://psychopsy.gumroad.com,2,2,1,3D > Avatars > Male,24,2,724,0.0117,33.55,27.04,40.05,0,0,https://psychopsy.gumroad.com/l/pixel,23,Pixel - The Masked Sketch [VRChat PC + Quest] PSYCHOPSY 5.0 (23) £20.0
buddywakefield,https://buddywakefield.gumroad.com,1,2,2,Music & Sound Design > Dance & Theater > Dance,24,1,725,0.0117,15.02,15.02,15.02,0,0,https://buddywakefield.gumroad.com/l/achoirofhonestkillers,24,Buddy Wakefield - A Choir of Honest Killers - Live in L.A. Now the Fut
emilianovittoriosi,https://emilianovittoriosi.gumroad.com,1,1,1,Films > Movie > Anime,24,1,726,0.0117,1.16,1.16,1.16,0,0,https://emilianovittoriosi.gumroad.com/l/anime-watchlist,24,Anime’s Watchlist Template Emiliano Vittoriosi 5.0 (24) £0.86+
happyrobot33,https://happyrobot33.gumroad.com,1,1,1,3D > 3D Assets > Unity,24,1,727,0.0117,15.02,15.02,15.02,0,0,https://happyrobot33.gumroad.com/l/jiqyt,24,Avali Weapons Pack for VRChat Matthew Herber 4.8 (24) £11.15+
immabunni,https://immabunni.gumroad.com,1,1,1,Design > Wallpapers,24,1,728,0.0117,1.0,1.0,1.0,0,0,https://immabunni.gumroad.com/l/ghiblibunni,24,🌱 STUDIO GHIBLI ultimate desktop collection ·∘⊹• ✼ The ultimate Studio
jessehamm,https://jessehamm.gumroad.com,1,1,1,Comics & Graphic Novels,24,1,729,0.0117,5.01,5.01,5.01,0,0,https://jessehamm.gumroad.com/l/mALZC,24,Hamm On Toth Jesse Alan Hamm 5.0 (24) £3.72
keithterrell,https://keithterrell.gumroad.com,1,1,1,Films > Short Film,24,1,730,0.0117,0.0,0.0,0.0,1,0,https://keithterrell.gumroad.com/l/melaninmonroe,24,Melanin Monroe | A Short Film by Keith Terrell Watch for any amount yo
sleepmoneymaker,https://sleepmoneymaker.gumroad.com,1,2,2,Business & Money > Personal Finance,24,1,731,0.0117,147.0,147.0,147.0,0,1,https://sleepmoneymaker.gumroad.com/l/Copilot,24,AI-Driven Options Trading (users' avg results: 2025 - 46.61%; 2026 YTD
umamianimation,https://umamianimation.gumroad.com,1,2,2,Films > Movie > Animation,24,1,732,0.0117,5.51,5.51,5.51,0,0,https://umamianimation.gumroad.com/l/interface,24,"Interface 4K, HD & VHS Download u m a m i 5.0 (24) £4.09+"
sukui,https://sukui.gumroad.com,12,12,1,Films > Movie > Anime,23,11,733,0.0112,0.0,0.0,0.0,12,0,https://sukui.gumroad.com/l/sukuistudio,5,"JJK Chibi Food Delivery Stickers | Sukui Studio| Anime, Kawai, Chibi,"
sukrut,https://sukrut.gumroad.com,10,13,2,Audio > Healing,23,4,734,0.0112,250.35,20.03,1251.77,0,3,https://sukrut.gumroad.com/l/morpass,20,Morphic Fields Pass Sukrut Khambete Top creator 5.0 (20) £22.31 a mont
skaleyseto,https://skaleyseto.gumroad.com,9,11,2,3D > 3D Assets > Unity > Particle Systems,23,6,735,0.0112,5.01,5.01,10.02,0,0,https://skaleyseto.gumroad.com/l/AuraPackage,12,Skaley's Aura Package Skaley Seto 3.8 (12) £3.72+
acevr2112,https://acevr2112.gumroad.com,5,5,1,3D > Textures > Tattoos,23,4,736,0.0112,10.02,5.01,10.02,0,0,https://acevr2112.gumroad.com/l/nmvck,17,A Lovers Fantasy Tattoo set for GodWhisper / GodMagician / GodRevenger
healingmeditationmsc,https://healingmeditationmsc.gumroad.com,5,5,1,Audio > Sleep & Meditation,23,5,737,0.0112,49.07,49.07,49.07,0,0,https://healingmeditationmsc.gumroad.com/l/XMuGp,13,Royalty Free Meditation Music - Calming Ocean Waves Royalty Free Medit
snakeshaky,https://snakeshaky.gumroad.com,2,5,4,Music & Sound Design > Sound Design > Plugins > Ableton Live,23,2,738,0.0112,19.03,19.03,19.03,0,0,https://snakeshaky.gumroad.com/l/celestine,15,Celestine ijo audio 5.0 (15) £14.13+
alexquevillon,https://alexquevillon.gumroad.com,1,1,1,3D > 3D Assets > Unreal Engine,23,1,739,0.0112,30.05,30.05,30.05,0,0,https://alexquevillon.gumroad.com/l/UtuPlugin,23,Utu Plugin - Unity to Unreal Project Converter This plugin gives you t
ani7ruddha,https://ani7ruddha.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Social Media,23,1,740,0.0112,139.2,139.2,139.2,0,0,https://ani7ruddha.gumroad.com/l/ultimate-meta-ads-toolkit,23,The Meta Ads Toolkit 2026 - Aniruddha Mishra (updated every month) Ani
bodyandstyle,https://bodyandstyle.gumroad.com,1,2,2,Design > Fashion Design,23,1,741,0.0112,65.99,65.99,65.99,0,0,https://bodyandstyle.gumroad.com/l/features-analysis,23,"Features Analysis Handbook: Discover Your Body Type, Essences, Colour"
chiaraelle,https://chiaraelle.gumroad.com,1,2,2,Design > Branding > Social Media,23,1,742,0.0112,0.0,0.0,0.0,1,0,https://chiaraelle.gumroad.com/l/creativesurvivalkit,23,Creative Survival Kit ☁️ ❍ Chiara Elle 🌳 5.0 (23) €0+
ericanthonyj,https://ericanthonyj.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Textures & Patterns,23,1,743,0.0112,10.02,10.02,10.02,0,0,https://ericanthonyj.gumroad.com/l/Sndeo,23,REAL PENCILS for Clip Studio Paint ericanthonyj 4.3 (23) £7.44
gabrielaniko,https://gabrielaniko.gumroad.com,1,1,1,Drawing & Painting > Traditional Art,23,1,744,0.0112,24.04,24.04,24.04,0,0,https://gabrielaniko.gumroad.com/l/llqwp,23,50 Common Mistakes in Portrait Drawing (And How to Fix Them) by Gabrie
kylegrayyoung,https://kylegrayyoung.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Sheet Music,23,1,745,0.0112,0.0,0.0,0.0,1,1,https://kylegrayyoung.gumroad.com/l/kylesbanjoclub,23,Kyle's Banjo Club Kyle Gray Young 4.9 (23) £0.00+ a month
malcolmx,https://malcolmx.gumroad.com,1,1,1,Education > History,23,1,746,0.0112,20.03,20.03,20.03,0,0,https://malcolmx.gumroad.com/l/MalcolmX,23,"THE MALCOLM X ARCHIVE: 40+ Hours Audio, 15+ House Video, & 4,000+ Page"
marcogiordano96,https://marcogiordano96.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Analytics,23,1,747,0.0112,70.08,70.08,70.08,0,0,https://marcogiordano96.gumroad.com/l/analytics-for-seo,23,Analytics for SEO: The Ultimate Guide to Insights and Efficiency Marco
scoopdewoo,https://scoopdewoo.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Bottoms,23,1,748,0.0112,0.0,0.0,0.0,1,0,https://scoopdewoo.gumroad.com/l/baggyjeans,23,Baggy Jeans INFOMade in blenderQuad topology4k Textures for all your H
vikiiing,https://vikiiing.gumroad.com,1,1,1,Design > Icons > 3D Icons,23,1,749,0.0112,19.93,19.93,19.93,0,0,https://vikiiing.gumroad.com/l/VitalityStudio,23,Real 3D iOS icons vikiiing 4.1 (23) £14.80
rawton,https://rawton.gumroad.com,5,14,4,Music & Sound Design > Sound Design > Plugins > Ableton Live,22,4,750,0.0107,23.08,23.08,36.94,0,0,https://rawton.gumroad.com/l/deviation,8,Deviation 1.3 | Asymmetric Binaural Waveshaper for Ableton Live Rawton
aviworksvr,https://aviworksvr.gumroad.com,3,5,3,3D > 3D Assets > Clothing > Underwear,22,3,751,0.0107,10.0,10.0,10.0,0,0,https://aviworksvr.gumroad.com/l/AVWMonsterJock,17,[AVW] Monster Jockstrap Underwear AviworksVR 4.6 (17) $10+
oxygengrey,https://oxygengrey.gumroad.com,3,5,3,Design > Graphics > Mockups > Illustrator,22,3,752,0.0107,0.0,0.0,0.0,3,0,https://oxygengrey.gumroad.com/l/300-streetwear-realistic-mockups-pack,11,"300+ Streetwear Mockups Mega Bundle, Clothing Brand Mockups, Fashion M"
seniorfinance,https://seniorfinance.gumroad.com,3,12,8,Business & Money > Personal Finance,22,3,753,0.0107,20.01,20.01,30.03,0,0,https://seniorfinance.gumroad.com/l/va-benefits-playbook,15,The Veteran's Benefits Playbook Senior Finance 5.0 (15) £14.86
xlevix,https://xlevix.gumroad.com,3,4,4,3D > 3D Assets > Accessories > Wings,22,3,754,0.0107,10.02,5.01,12.01,0,0,https://xlevix.gumroad.com/l/ajkeej,10,Trash collar The thick collar designed by Trash Pup for furry VRChat a
